timestamp,action,price,sl,tp,status,pnl,fvg_id,atr,risk,rr,be_moved,partial_taken,trail_active,trail_level,qty,qty_open,realized_pnl,max_favorable_excursion
2025-08-16T20:30:00.436160,BUY,1176.7,1170.0125714285714,1190.0748571428574,CLOSED,0.0,2025-08-16 20:05:00Bullish,5.57285714285719,6.687428571428628,2.0,0,0,0,1170.0125714285714,1.0,0.0,-6.710000000000036,0.0
2025-08-16T20:40:00.212401,SELL,1169.51,1161.5135714285716,1156.0854285714286,CLOSED,0.0,2025-08-16 20:25:00Bearish,5.593571428571457,6.712285714285748,2.0,1,1,1,1176.2222857142858,1.0,0.0,10.269999999999982,13.589999999999918
2025-08-16T20:45:00.316456,SELL,1166.83,1160.4557142857143,1154.0962857142856,CLOSED,0.0,2025-08-16 20:30:00Bearish,5.305714285714316,6.366857142857179,2.0,1,1,1,1173.1968571428572,1.0,0.0,6.399999999999864,11.679999999999836
2025-08-16T20:50:00.369410,SELL,1166.07,1160.0,1154.4299999999998,CLOSED,0.0,2025-08-16 20:35:00Bearish,4.850000000000023,5.820000000000027,2.0,1,1,1,1171.89,1.0,0.0,5.9799999999999045,10.919999999999844
2025-08-16T21:10:00.359427,SELL,1157.17,1155.1535714285717,1144.6814285714286,CLOSED,0.0,2025-08-16 20:35:00Bearish,5.203571428571422,6.244285714285707,2.0,1,1,1,1163.4142857142858,1.0,0.0,3.9850000000001273,7.220000000000027
2025-08-16T21:20:00.274923,SELL,1158.71,1155.0007142857144,1146.5882857142858,CLOSED,0.0,2025-08-16 20:35:00Bearish,5.050714285714272,6.060857142857127,2.0,1,1,1,1164.7708571428573,1.0,0.0,4.895000000000096,8.759999999999991
2025-08-16T21:40:00.250641,SELL,1153.41,1145.7242857142855,1140.5597142857143,CLOSED,0.0,2025-08-16 20:35:00Bearish,5.354285714285685,6.425142857142822,2.0,1,1,1,1159.835142857143,1.0,0.0,9.760000000000105,13.040000000000191
2025-08-16T22:10:00.286037,SELL,1141.81,1148.4142857142856,1128.6014285714286,OPEN,1.4400000000000546,2025-08-16 21:55:00Bearish,5.5035714285714095,6.604285714285691,2.0,0,0,0,1148.4142857142856,1.0,1.0,0.0,1.4400000000000546
2025-08-16T22:30:00.790769,SELL,1131.26,1138.412,1116.9560000000001,OPEN,0.0,2025-08-16 22:00:00Bearish,5.9599999999999875,7.151999999999985,2.0,0,0,0,1138.412,1.0,1.0,0.0,0.0
2025-08-16T22:35:00.373394,SELL,1132.52,1139.6119999999999,1118.336,OPEN,0.0,2025-08-16 22:05:00Bearish,5.909999999999984,7.091999999999981,2.0,0,0,0,1139.6119999999999,1.0,1.0,0.0,0.0
2025-08-16T22:58:26.361789,SELL,1131.37,1138.438857142857,1117.2322857142856,OPEN,0.0,2025-08-16 22:05:00Bearish,5.890714285714272,7.068857142857126,2.0,0,0,0,1138.438857142857,1.7,1.7,0.0,0.0
2025-08-16T23:00:16.217850,SELL,1131.37,1138.438857142857,1117.2322857142856,OPEN,0.0,2025-08-16 22:05:00Bearish,5.890714285714272,7.068857142857126,2.0,0,0,0,1138.438857142857,1.7,1.7,0.0,0.0
2025-08-16T23:05:00.462622+00:00,SELL,1130.45,1137.3362857142856,1116.6774285714287,OPEN,0.0,2025-08-16 22:40:00Bearish,5.738571428571406,6.8862857142856875,2.0,0,0,0,1137.3362857142856,1.0,1.0,0.0,0.0
